"English","Verb","Noun","Adj","Prepositions","Adv","Conjunctions","Determiners","QuestionStatement","Answer","PhrasesNum","Plural","AddSub","MultiplyDivide","ExpoLogarithm","Constant","Oscillate","ConDiverge","Fractal","Not","Intersection","GreaterLess","EqualOpposite","Function","System","OriginDestination","ForwardBack","LateralMiddle","UpDown","Time","Velocity","Energy","Sound","Mass","Length","Quantity","LightDark","Red","Green","Blue","Dense","Vescosity","SmoothRough","Poly","ConvexConcave","OpenClose","POV","CauseEffect","Vague","Information","Truth","Life","Water","Air","Fire","Earth","WoodMetal","Plant","Human","Bird","Fish","Reptile","Insect","Mammal","Happy","BirthDeath","Help","Advesary","MaleFem","Hand","Feet","Body","Head","Food","Disease","Necessity","GiveTake","Tool","Building","OrthodoxTaboo","ZealotModerate","WinLose","DomSub","PayFree","Totals"
"he",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1
"it",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
"me",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22.5
"they",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
"where",0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,3,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4
"who",0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.3,0,0,0.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42.6
"what",0,1,0,0,1,0,1,10,0,0,0,0.9,0.9,0.9,0.9,0.1,0.9,1,0,0,0.9,1,1,1,0.1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.1,1,0,0.5,6,10,0.9,1,1,1,1,1,0.1,1,1,1,1,1,1,1,0,0,0,0,0.1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,69.3
"when",0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8
"why",0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0.1,0,0,0,0,1,1,6,8,0.1,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0.9,0.9,0,8,1,7,0.9,0.9,0.9,0.9,0.9,0.9,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0.1,0.3,0.3,0.1,0.5,0.5,0,0,0.5,0.5,0.9,0,0,0,0,0,0,0,0,69.2
"how",0,0,0,0,0,0,0,10,0,0,0,1,1,1,1,0.4,1,1,0,0,1,1,7,9,0,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,0,0.9,0.9,0,9,2,5,0.1,0.9,0.9,0.9,0.9,0.9,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.3,0.3,0.1,0.5,0.5,0,0,0.3,0.3,0.9,0,0,0,0,0,0,0,0,74.3
"can",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,9
"may",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,2.6
"will",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,10.2
"should",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,9
"maybe",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,-1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-0.1,0,6.2
"not",0,0.1,0.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-0.1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6
"yes",0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
"no",0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-0.1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
"hello",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.3
"goodbye",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"name",0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,-5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,16.3
"are",1,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-8,0,1,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
"am",1,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.2,0.1,0,-1,0,0,10,0,0,0.5,0,-0.5,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.1,0,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4
"is",1,0,0,0,0,0,0.9,0.5,0,0,0,0,0,0,1,0.2,0.1,0,-1,0,0,10,0,0,0,0,0.5,0,0,0,0.1,0,0.1,0,1,0,0,0,0,0.1,0,0,0,0,0,-1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8
"good",0,0,1,0,0,0,0,0,1,0,0,0,0,0.1,0,0.1,0,0,-0.1,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,1,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,6,4,6,0,-1,1,0,0,0,1,0,0,0,0,0,0.5,0,0,-0.8,0,34.8
"bad",0,0,1,0,0,0,0,0,1,0,0,0,0,-0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,-0.2,0,-0.2,0,0,0,0,0,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,-6,2,1,0,0,0,0,0,6,0,0,0,0,-5,0,0,0.5,0,-10.2
"thank",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,-0.5,0,18.7
"God",0,1,0,0,0,0,0,0,0,0,0,1,1,0.1,0,1,1,10,0,0,5,2,0,-1.6,10,-0.5,-1,1,1,0,5,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,1,10,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0,0,0,0,0.5,0.1,0.5,0,0,0,0,0,1,10,0,86.4
"man",0,1,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.9,0.1,0,0,0,1,3,0,0,1,0.1,0.1,1,0,0,0,1,0,0,0,0,0,0,1,0.1,0,0,0,0,0,10,0,0,0,0,1,0,0,0.5,1,10,1,1,1,1,0.1,0.1,0,0,0,0,0,0,0,0.9,0,35.9
"woman",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.8,0.2,0,0,0,1,3,0,0,1,0.1,0.1,1,0,0,0,1,0,0,0,0,0,0,1,0.1,0,0,0,0,0,10,0,0,0,0,1,0,2,1,-1,-10,1,1,1,1,0.1,0.1,0,0,0,0,0,0,0,-0.6,0,16.6
"child",0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.5,0,0,0,0,0,-1,0,0,0,1,0,0,-0.1,0.1,0,0,0,1,1,0,0,1,0.1,0.1,0.8,0,0,0,1,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,7,0.1,0.1,0,0,0.1,1,7,0,0,0.3,1,1,1,1,0.1,0.1,0,0,0,0,0,0,0,-0.9,0,28.5
"now",0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0.7,0,-0.9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
"today",0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1,-0.2,0,0,0,0,0,0,0,0,0,1,0,-0.1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
"yesterday",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,-5,0,0,-10,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4
"tommorow",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,-3,5,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
"asleep",0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1,0.7,0.4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,-5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,-0.5,0,0,0,1,1,1,1,1,1,1,-0.4,1,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0
"awake",1,0,1,0,0,0,0,0,0,0,0,0.9,0,0.1,0.9,0.2,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0.5,0,0.5,0,0,0.7,0,0,0,0,0,1,0,0,36.9
"friend",0,1,0,0,0,0,0,0,0,0,0,1,0,-0.1,0.1,0,3,0,0,0.8,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9,10,0.9,0.9,0.1,0.1,0.1,4,1,8,-1,0.5,1,1,0,0,1,-1,0.9,3,1,0,0,0,1,0,0.1,42.3
"enemy",0,1,0,0,0,0,0,0,0,0,0,-1,0,0.1,0.1,0,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,8,0,0,0.5,0.5,0.2,-5,-1,-5,10,1,1,1,0,0,0,2,0,0,0,0,-1,1,0,0,-0.1,12.6
"crime",0,1,0,0,0,0,0,0,0,0,0,-0.1,-0.2,0.1,-0.1,0,-1,0,0.2,0,0,0,-1,5,0,0,0,-0.2,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,1,0,-10,0,-0.5,0.8,0.5,0
"criminal",0,1,1,0,0,0,0,0,0,0,0,-1,-0.2,0.1,-0.1,0,-1,0,0.2,0,0,0,-1,5,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,-0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0.1,0,0,0,0,-10,0,0,1,-0.1,0
"illegal",0,0,1,0,0,0,0,0,0,0,0,-0.1,-0.2,0.1,-0.1,0,-0.7,0,0.2,0,0,0,-1,5,0,0,0,-0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0,0,0,0,0.1,0,0,0,0,-9,0,-1,0,0.5,0
"legal",0,0,1,0,0,0,0,0,0,0,0,0.1,-0.1,-0.1,-0.1,0,0.5,0,0.2,0,0,0,1,5,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.5,0,0,0
"law",0,1,0,0,0,0,0,0,0.2,0,0,0.5,-0.1,-0.1,2,0.1,1,0.5,-0.2,0,0,0,1,5,0,0,0,0.2,0,0,0,1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,9,0,3,0,10,0,0,4,0.5,0
"citizen",0,1,0,0,0,0,0,-0.5,0,0,0,0.5,-0.2,-0.1,0,0,1,0,0,0,0,0,1,5,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0
"nice",0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,1,0,1,0,-0.2,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,-1,-1,0,0,0,0,0.9,0,0.1,1,0,0,2,-1,0,-0.5,0,0
"mean",0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,-1,0,-1,0,0.1,0,-1,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-1,0,1,1,0,0,0,0,0,0.8,0.1,-1,0,0,-2,1,0,0.7,0,0
"interospective",0,0,1,0,0,0,0,4,0.5,0,0,1,1,0,0,0,1,5,0,1,0,1,1,-0.5,0.1,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,10,0,0,0,0,0,-0.1,0,1,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0.8,0.5,0,0,0
"christian",0,1,1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,-0.1,1,0,0,0,0,1,1,1,0.4,0,1,0,0,0,0,1,0.8,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,9,0.1,0.2,0,0,0,-0.1,7,5,-1,0,0,0,0,1,0,-2,0,1,0,0,0,6,0,-1,0,0
"terrorist",0,1,0,0,0,0,0,0,0,0,0,-0.1,0,0.1,0,0,-1,0,0.2,0,0,0,-1,1,0,0,1,-0.2,0,0.3,0,1,0.8,0,0,0,0,0,0,0.1,0,-0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,-8,-7,0.1,8,0,0,0,0,1,0,0.8,0,-1,0,0,-10,10,0,0,0,0
"idiot",0,1,0,0,0,0,0,0,-1,0,0,-0.1,0,0,0.2,0.1,-1,0,0,0,0,0,-1,0,0,0,0,-0.2,0,-1,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,-0.5,0,0,-5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.6,1,0,0,0,0,1,0,0.4,0,0,0,0,-1,0,0,-0.5,0,0
"stupid",0,0,1,0,0,0,0,0,-1,0,0,-0.1,0,0,0.5,-0.1,-1,0,0,0,0,0,-1,0,0.6,0,0,-0.2,0,-1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,-5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6,1,0,0,0,0,1,0,0.4,0,0,0,0,-1,0,0,-0.5,0,0
"smart",0,0,1,0,0,0,0,0,2,0,0,0.5,0,0.1,0.1,0,1,0,0,0,0,0,1,0,-0.6,0,0,0.2,0,1,0,-0.5,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0.5,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.9,0
"nutellar",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6,0,0,-9,0,0
"slave",0,1,0,0,0,0,0,-0.5,0,0,0,1,1,0,2,0,-1,0,0,0,0,-1,1,5,0,0,0,-0.5,-0.1,0,0,-0.5,1,0,0,0,0,0,0,0.1,0,-0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0.1,-0.1,0,9,0.1,0.5,1,1,1,1,0.4,0,0,0,6,0,-0.4,0,-1,-10,0.4,0
"prisoner",0,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,0.7,0,-1,0,0,0,0,-1,0,5,0,0,0,-0.5,1,0,0,-0.5,1,0,0,0,0,0,0,0.1,0,-0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5,0,0,0,0,0,-4,0,0,1,1,0.5,0,0.5,0.5,0,0,0,0,0,0,-1,0.7,-5,0,0,0
"money",0,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,-1,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.8,0,10,0,-0.2,0,0.8,0.8,10,0
"opposite",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-10,-1,1,0,0,-10,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"same",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,-1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0
"similar",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,-1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.7,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0
"very",0,0,1,0,1,0,0,0,0,0,0,3,5,0.8,0,0,0,0,-5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.4,0,0,0,0
"really",0,0,0,0,1,0,0,0,0,0,0,3,3,0.5,0,0,0,0,-5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0
"quickly",0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,10,4,0.5,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"slowly",0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1,-0.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"well",0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,-0.2,0,0,0,0,0,-1,0,0,0,0,0.5,0,1,0,0,0
"badly",0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,-0.7,0,-1,0,0,0
"always",0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5,10,0,0.3,0,0,0,0,1,1,0.5,-0.5,-1,-1,0,10,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.4,0,0,0,0
"never",0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-7,-0.3,-0.1,0,8,0,0,0,-1,0.5,-0.5,-1,0,0,4,-0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0.4,0,0,0,0
"often",0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,2,2,0,0,0,0,0,0,0,0.5,0.5,0,-1,0,4,0.5,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.7,0,0,0,0,-0.5,0,0,0,0
"sometimes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,-0.5,0.5,-1,0,0,4,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,0,0
"nowadays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0.1,0,0,0,0,0,0,-0.5,0.5,0,-1,0,4,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,0,0
